filename,patch_no,inval_pixels,fraction_invalid
MOD021KM.A2013038.2035.061.2017295061550.hdf,60,40,0.0004064916720018699
MOD021KM.A2010363.1140.061.2017256223443.hdf,0,80,0.0008129833440037398
MOD021KM.A2010068.2130.061.2017253162035.hdf,26,3,3.048687540014024e-05
MOD021KM.A2012165.0245.061.2017334041000.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2011169.1600.061.2017323221623.hdf,0,92,0.0009349308456043007
MOD021KM.A2013038.2040.061.2017295061548.hdf,1,20,0.00020324583600093494
MOD021KM.A2010363.1210.061.2017256224859.hdf,65,1,1.0162291800046747e-05
MOD021KM.A2010068.2135.061.2017253162029.hdf,93,2,2.0324583600093494e-05
MOD021KM.A2011169.1605.061.2017323220509.hdf,8,20,0.00020324583600093494
MOD021KM.A2010363.1310.061.2017256223345.hdf,50,40,0.0004064916720018699
MOD021KM.A2013038.2210.061.2017295061527.hdf,0,8,8.129833440037398e-05
MOD021KM.A2010068.2140.061.2017253162156.hdf,1,7,7.113604260032723e-05
MOD021KM.A2012165.0255.061.2017334040421.hdf,23,11,0.00011178520980051422
MOD021KM.A2011169.1610.061.2017323215732.hdf,40,3,3.048687540014024e-05
MOD021KM.A2010363.1315.061.2017256223247.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2010068.2255.061.2017253161815.hdf,91,20,0.00020324583600093494
MOD021KM.A2010363.1320.061.2017256223453.hdf,52,1,1.0162291800046747e-05
MOD021KM.A2010068.2300.061.2017253161818.hdf,0,40,0.0004064916720018699
MOD021KM.A2011169.1635.061.2017323221609.hdf,70,2,2.0324583600093494e-05
MOD021KM.A2013038.2330.061.2017295061527.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2010363.1325.061.2017256223446.hdf,47,13,0.0001321097934006077
MOD021KM.A2012165.0310.061.2017334040633.hdf,53,1,1.0162291800046747e-05
MOD021KM.A2011169.1725.061.2017323220434.hdf,22,3,3.048687540014024e-05
MOD021KM.A2013038.2335.061.2017295061535.hdf,7,20,0.00020324583600093494
MOD021KM.A2010068.2330.061.2017253162635.hdf,7,2,2.0324583600093494e-05
MOD021KM.A2011169.1740.061.2017323220446.hdf,59,5,5.0811459000233734e-05
MOD021KM.A2013038.2345.061.2017295061528.hdf,86,450,0.004573031310021036
MOD021KM.A2010363.1455.061.2017256223431.hdf,55,1,1.0162291800046747e-05
MOD021KM.A2010069.0030.061.2017254124555.hdf,42,2,2.0324583600093494e-05
MOD021KM.A2010363.1500.061.2017256223358.hdf,116,20,0.00020324583600093494
MOD021KM.A2010069.0045.061.2017254124556.hdf,65,71,0.000721522717803319
MOD021KM.A2011169.1750.061.2017323215614.hdf,0,927,0.009420444498643333
MOD021KM.A2013038.2355.061.2017295091121.hdf,39,1,1.0162291800046747e-05
MOD021KM.A2010363.1505.061.2017256223425.hdf,2,20,0.00020324583600093494
MOD021KM.A2012165.0420.061.2017334040353.hdf,62,4,4.064916720018699e-05
MOD021KM.A2013182.0010.061.2017299075008.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2010069.0055.061.2017254124558.hdf,52,1,1.0162291800046747e-05
MOD021KM.A2012165.0425.061.2017334040459.hdf,46,2,2.0324583600093494e-05
MOD021KM.A2011169.1815.061.2017323231115.hdf,0,20,0.00020324583600093494
MOD021KM.A2013182.0020.061.2017299074956.hdf,59,1,1.0162291800046747e-05
MOD021KM.A2010069.0215.061.2017254124552.hdf,10,4,4.064916720018699e-05
MOD021KM.A2012165.0430.061.2017334040803.hdf,78,26,0.0002642195868012154
MOD021KM.A2011169.1905.061.2017323231138.hdf,0,11,0.00011178520980051422
MOD021KM.A2010363.1630.061.2017256223253.hdf,21,1,1.0162291800046747e-05
MOD021KM.A2012165.0435.061.2017334041012.hdf,6,8,8.129833440037398e-05
MOD021KM.A2011169.1920.061.2017323221551.hdf,12,20,0.00020324583600093494
MOD021KM.A2013182.0030.061.2017299074714.hdf,89,40,0.0004064916720018699
MOD021KM.A2010069.0225.061.2017254124554.hdf,5,2,2.0324583600093494e-05
MOD021KM.A2010363.1645.061.2017256223252.hdf,18,2,2.0324583600093494e-05
MOD021KM.A2011169.1945.061.2017323220447.hdf,37,12,0.00012194750160056096
MOD021KM.A2010363.1655.061.2017256224954.hdf,20,20,0.00020324583600093494
MOD021KM.A2010069.0355.061.2017254124917.hdf,37,1,1.0162291800046747e-05
MOD021KM.A2011169.1950.061.2017323221859.hdf,1,80,0.0008129833440037398
MOD021KM.A2013182.0145.061.2017299073939.hdf,18,40,0.0004064916720018699
MOD021KM.A2010363.1700.061.2017256224957.hdf,2,20,0.00020324583600093494
MOD021KM.A2010069.0400.061.2017254124851.hdf,16,8,8.129833440037398e-05
MOD021KM.A2013182.0200.061.2017299074708.hdf,107,1,1.0162291800046747e-05
MOD021KM.A2011169.2045.061.2017323231238.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2010363.1805.061.2017256223313.hdf,129,1,1.0162291800046747e-05
MOD021KM.A2010069.0405.061.2017254124918.hdf,16,227,0.0023068402386106114
MOD021KM.A2012165.0545.061.2017334040624.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2013182.0205.061.2017299074421.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2011169.2100.061.2017323221359.hdf,10,20,0.00020324583600093494
MOD021KM.A2010069.0410.061.2017254124853.hdf,75,1,1.0162291800046747e-05
MOD021KM.A2013182.0210.061.2017299074502.hdf,33,22,0.00022357041960102843
MOD021KM.A2011169.2110.061.2017323221606.hdf,52,4,4.064916720018699e-05
MOD021KM.A2010363.1835.061.2017256224729.hdf,0,40,0.0004064916720018699
MOD021KM.A2011169.2130.061.2017323221342.hdf,110,1,1.0162291800046747e-05
MOD021KM.A2012165.0600.061.2017334040618.hdf,60,2,2.0324583600093494e-05
MOD021KM.A2010363.1935.061.2017256223632.hdf,0,22,0.00022357041960102843
MOD021KM.A2010069.0550.061.2017254124548.hdf,110,2,2.0324583600093494e-05
MOD021KM.A2011169.2220.061.2017323221806.hdf,0,14,0.00014227208520065446
MOD021KM.A2012165.0605.061.2017334040657.hdf,40,8,8.129833440037398e-05
MOD021KM.A2013182.0230.061.2017299074551.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2010069.0700.061.2017254125145.hdf,111,1,1.0162291800046747e-05
MOD021KM.A2010363.1940.061.2017256223426.hdf,24,2,2.0324583600093494e-05
MOD021KM.A2011169.2240.061.2017323221422.hdf,103,20,0.00020324583600093494
MOD021KM.A2012165.0610.061.2017334040603.hdf,4,5,5.0811459000233734e-05
MOD021KM.A2013182.0325.061.2017299074650.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2011169.2245.061.2017323221534.hdf,0,20,0.00020324583600093494
MOD021KM.A2013182.0340.061.2017299074728.hdf,35,2,2.0324583600093494e-05
MOD021KM.A2010069.0715.061.2017254124048.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2010363.1950.061.2017256223329.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2011169.2305.061.2017323221420.hdf,22,1,1.0162291800046747e-05
MOD021KM.A2010069.0720.061.2017254124155.hdf,25,1,1.0162291800046747e-05
MOD021KM.A2010363.2005.061.2017256223546.hdf,50,72,0.0007316850096033658
MOD021KM.A2011203.0045.061.2017325065951.hdf,14,1,1.0162291800046747e-05
MOD021KM.A2012165.0625.061.2017334034448.hdf,68,1,1.0162291800046747e-05
MOD021KM.A2013182.0350.061.2017299074427.hdf,56,44,0.00044714083920205686
MOD021KM.A2010069.0725.061.2017254124212.hdf,59,20,0.00020324583600093494
MOD021KM.A2010363.2010.061.2017256223530.hdf,0,20,0.00020324583600093494
MOD021KM.A2010363.2115.061.2017256224808.hdf,33,20,0.00020324583600093494
MOD021KM.A2013182.0405.061.2017299074517.hdf,42,1,1.0162291800046747e-05
MOD021KM.A2010069.0855.061.2017254124641.hdf,12,7,7.113604260032723e-05
MOD021KM.A2010363.2120.061.2017256223336.hdf,0,20,0.00020324583600093494
MOD021KM.A2011203.0110.061.2017325065745.hdf,86,23,0.00023373271140107518
MOD021KM.A2012165.0725.061.2017334040521.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2010069.0900.061.2017254124731.hdf,0,4,4.064916720018699e-05
MOD021KM.A2013182.0415.061.2017299074927.hdf,28,4,4.064916720018699e-05
MOD021KM.A2010363.2125.061.2017256223243.hdf,45,20,0.00020324583600093494
MOD021KM.A2011203.0120.061.2017325065908.hdf,46,1,1.0162291800046747e-05
MOD021KM.A2013182.0505.061.2017299074718.hdf,0,151,0.0015345060618070588
MOD021KM.A2010363.2130.061.2017256223217.hdf,22,1,1.0162291800046747e-05
MOD021KM.A2011203.0125.061.2017325065819.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2010069.1015.061.2017254124431.hdf,61,60,0.0006097375080028048
MOD021KM.A2013182.0515.061.2017299074710.hdf,119,2,2.0324583600093494e-05
MOD021KM.A2011203.0225.061.2017325070047.hdf,0,20,0.00020324583600093494
MOD021KM.A2015124.0030.061.2017320080847.hdf,5,20,0.00020324583600093494
MOD021KM.A2015111.0625.061.2017320041432.hdf,3,40,0.0004064916720018699
MOD021KM.A2012165.0740.061.2017334040739.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2014287.1950.061.2017316174945.hdf,36,13,0.0001321097934006077
MOD021KM.A2014070.0025.061.2017309061503.hdf,92,3,3.048687540014024e-05
MOD021KM.A2015034.1255.061.2017318223417.hdf,0,4,4.064916720018699e-05
MOD021KM.A2013182.1535.061.2017299074058.hdf,94,20,0.00020324583600093494
MOD021KM.A2014358.1350.061.2017317045009.hdf,7,20,0.00020324583600093494
MOD021KM.A2014124.2245.061.2017311082219.hdf,49,1,1.0162291800046747e-05
MOD021KM.A2015124.1015.061.2017320080717.hdf,72,20,0.00020324583600093494
MOD021KM.A2015164.0925.061.2017320223340.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2015034.1120.061.2017318222825.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2015186.0705.061.2017321051502.hdf,18,1,1.0162291800046747e-05
MOD021KM.A2014204.1715.061.2017313153444.hdf,44,1,1.0162291800046747e-05
MOD021KM.A2015183.0815.061.2017321060225.hdf,75,4,4.064916720018699e-05
MOD021KM.A2015164.0930.061.2017320222905.hdf,33,1,1.0162291800046747e-05
MOD021KM.A2014298.0640.061.2017314195726.hdf,29,4,4.064916720018699e-05
MOD021KM.A2014358.0135.061.2017317044410.hdf,97,40,0.0004064916720018699
MOD021KM.A2014204.1720.061.2017313153414.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2015111.1055.061.2017320035453.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2015124.1655.061.2017320080116.hdf,1,20,0.00020324583600093494
MOD021KM.A2015164.2235.061.2017320224744.hdf,33,2,2.0324583600093494e-05
MOD021KM.A2015186.1020.061.2017321051806.hdf,11,2,2.0324583600093494e-05
MOD021KM.A2015192.1505.061.2017321064731.hdf,6,2,2.0324583600093494e-05
MOD021KM.A2015111.1100.061.2017320035514.hdf,3,4,4.064916720018699e-05
MOD021KM.A2015124.1700.061.2017320075932.hdf,22,2,2.0324583600093494e-05
MOD021KM.A2015186.1025.061.2017321052135.hdf,28,16,0.00016259666880074795
MOD021KM.A2015183.0500.061.2017321060101.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2015204.2035.061.2017321182026.hdf,36,28,0.0002845441704013089
MOD021KM.A2015186.1030.061.2017321050431.hdf,95,1,1.0162291800046747e-05
MOD021KM.A2015183.0505.061.2017321055909.hdf,4,12,0.00012194750160056096
MOD021KM.A2015192.1515.061.2017321064656.hdf,23,4,4.064916720018699e-05
MOD021KM.A2015353.0855.061.2017323111706.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2015280.1430.061.2017322174759.hdf,12,1,1.0162291800046747e-05
MOD021KM.A2015325.2330.061.2017323050600.hdf,70,1,1.0162291800046747e-05
MOD021KM.A2015204.2040.061.2017321183505.hdf,0,40,0.0004064916720018699
MOD021KM.A2015353.0900.061.2017323111839.hdf,67,7,7.113604260032723e-05
MOD021KM.A2015280.1435.061.2017322175121.hdf,29,20,0.00020324583600093494
MOD021KM.A2015252.0545.061.2017322051623.hdf,100,1,1.0162291800046747e-05
MOD021KM.A2015204.2135.061.2017321182101.hdf,0,92,0.0009349308456043007
MOD021KM.A2015353.0910.061.2017323111132.hdf,0,6,6.097375080028048e-05
MOD021KM.A2015325.2345.061.2017323050552.hdf,39,79,0.000802821052203693
MOD021KM.A2015204.2140.061.2017321182523.hdf,38,40,0.0004064916720018699
MOD021KM.A2015252.0555.061.2017322053902.hdf,53,20,0.00020324583600093494
MOD021KM.A2015204.2145.061.2017321182404.hdf,1,20,0.00020324583600093494
MOD021KM.A2015280.1535.061.2017322175145.hdf,31,44,0.00044714083920205686
MOD021KM.A2015252.0650.061.2017322052945.hdf,86,1,1.0162291800046747e-05
MOD021KM.A2015353.0920.061.2017323111535.hdf,26,41,0.0004166539638019166
MOD021KM.A2015252.0655.061.2017322052917.hdf,7,5,5.0811459000233734e-05
MOD021KM.A2015335.0000.061.2017323052814.hdf,34,2,2.0324583600093494e-05
MOD021KM.A2015280.1545.061.2017322174813.hdf,21,1,1.0162291800046747e-05
MOD021KM.A2015252.0700.061.2017322051746.hdf,77,1,1.0162291800046747e-05
MOD021KM.A2015335.0055.061.2017323052220.hdf,48,1,1.0162291800046747e-05
MOD021KM.A2015353.0930.061.2017323113348.hdf,145,3,3.048687540014024e-05
MOD021KM.A2015252.0705.061.2017322051627.hdf,9,4,4.064916720018699e-05
MOD021KM.A2015335.0100.061.2017323052306.hdf,40,1,1.0162291800046747e-05
MOD021KM.A2015280.1555.061.2017322174634.hdf,71,3,3.048687540014024e-05
MOD021KM.A2015204.2205.061.2017321182200.hdf,91,1,1.0162291800046747e-05
MOD021KM.A2015353.0940.061.2017323113053.hdf,26,20,0.00020324583600093494
MOD021KM.A2015280.1605.061.2017322174404.hdf,109,1,1.0162291800046747e-05
MOD021KM.A2015204.2215.061.2017321182609.hdf,31,1,1.0162291800046747e-05
MOD021KM.A2015353.1035.061.2017323111850.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015252.0720.061.2017322051557.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2015335.0115.061.2017323052238.hdf,32,9,9.146062620042072e-05
MOD021KM.A2015252.0725.061.2017322051728.hdf,98,1,1.0162291800046747e-05
MOD021KM.A2015204.2315.061.2017321182807.hdf,0,6,6.097375080028048e-05
MOD021KM.A2015353.1050.061.2017323111341.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2015280.1710.061.2017322175128.hdf,19,20,0.00020324583600093494
MOD021KM.A2015204.2325.061.2017321182946.hdf,43,20,0.00020324583600093494
MOD021KM.A2015252.0830.061.2017322052905.hdf,2,20,0.00020324583600093494
MOD021KM.A2015280.1715.061.2017322175107.hdf,6,1,1.0162291800046747e-05
MOD021KM.A2015204.2330.061.2017321182314.hdf,0,20,0.00020324583600093494
MOD021KM.A2015252.0835.061.2017322052916.hdf,15,6,6.097375080028048e-05
MOD021KM.A2015335.0140.061.2017323054913.hdf,38,20,0.00020324583600093494
MOD021KM.A2015280.1720.061.2017322174741.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2015335.0230.061.2017323054920.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015280.1725.061.2017322174718.hdf,39,1,1.0162291800046747e-05
MOD021KM.A2015204.2340.061.2017321182009.hdf,5,163,0.0016564535634076196
MOD021KM.A2015252.0845.061.2017322051519.hdf,19,3,3.048687540014024e-05
MOD021KM.A2015204.2345.061.2017321182059.hdf,41,1,1.0162291800046747e-05
MOD021KM.A2015353.1115.061.2017323113336.hdf,67,20,0.00020324583600093494
MOD021KM.A2015252.0850.061.2017322051555.hdf,41,179,0.0018190502322083676
MOD021KM.A2015204.2350.061.2017321183500.hdf,87,1,1.0162291800046747e-05
MOD021KM.A2015353.1120.061.2017323113235.hdf,1,20,0.00020324583600093494
MOD021KM.A2015252.0855.061.2017322051908.hdf,35,3,3.048687540014024e-05
MOD021KM.A2015204.2355.061.2017321192541.hdf,36,1,1.0162291800046747e-05
MOD021KM.A2015353.1215.061.2017323111449.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2015252.0900.061.2017322051605.hdf,7,4,4.064916720018699e-05
MOD021KM.A2015335.0250.061.2017323052723.hdf,69,2,2.0324583600093494e-05
MOD021KM.A2015280.1745.061.2017322174811.hdf,82,1,1.0162291800046747e-05
MOD021KM.A2015221.0000.061.2017321193627.hdf,104,1,1.0162291800046747e-05
MOD021KM.A2015353.1220.061.2017323111340.hdf,4,3,3.048687540014024e-05
MOD021KM.A2015252.0905.061.2017322051632.hdf,28,1,1.0162291800046747e-05
MOD021KM.A2015280.1750.061.2017322175149.hdf,5,40,0.0004064916720018699
MOD021KM.A2015221.0055.061.2017321193633.hdf,3,2,2.0324583600093494e-05
MOD021KM.A2015335.0300.061.2017323052634.hdf,58,1,1.0162291800046747e-05
MOD021KM.A2015280.1755.061.2017322175158.hdf,8,20,0.00020324583600093494
MOD021KM.A2015280.1850.061.2017322175148.hdf,18,1,1.0162291800046747e-05
MOD021KM.A2015221.0105.061.2017321193637.hdf,102,20,0.00020324583600093494
MOD021KM.A2015353.1235.061.2017323111752.hdf,14,3,3.048687540014024e-05
MOD021KM.A2015252.1005.061.2017322053047.hdf,1,28,0.0002845441704013089
MOD021KM.A2015280.1855.061.2017322174743.hdf,20,4,4.064916720018699e-05
MOD021KM.A2015353.1240.061.2017323111800.hdf,55,20,0.00020324583600093494
MOD021KM.A2015252.1010.061.2017322053140.hdf,112,2,2.0324583600093494e-05
MOD021KM.A2015335.0315.061.2017323055442.hdf,5,20,0.00020324583600093494
MOD021KM.A2015280.1900.061.2017322174743.hdf,70,1,1.0162291800046747e-05
MOD021KM.A2015335.0320.061.2017323055415.hdf,7,20,0.00020324583600093494
MOD021KM.A2015221.0120.061.2017321193634.hdf,24,331,0.0033637185858154733
MOD021KM.A2015252.1020.061.2017322051518.hdf,1,4,4.064916720018699e-05
MOD021KM.A2015335.0410.061.2017323054943.hdf,45,1,1.0162291800046747e-05
MOD021KM.A2015252.1025.061.2017322051546.hdf,35,86,0.0008739570948040202
MOD021KM.A2015252.1030.061.2017322051818.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2015353.1300.061.2017323113458.hdf,68,3,3.048687540014024e-05
MOD021KM.A2015280.1920.061.2017322174800.hdf,104,4,4.064916720018699e-05
MOD021KM.A2015221.0135.061.2017321193629.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2015353.1350.061.2017323112221.hdf,4,2,2.0324583600093494e-05
MOD021KM.A2015280.1925.061.2017322174827.hdf,2,20,0.00020324583600093494
MOD021KM.A2015221.0235.061.2017321193648.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015353.1400.061.2017323111450.hdf,113,2,2.0324583600093494e-05
MOD021KM.A2015280.2030.061.2017322175130.hdf,39,20,0.00020324583600093494
MOD021KM.A2015221.0245.061.2017321193713.hdf,2,6,6.097375080028048e-05
MOD021KM.A2015353.1410.061.2017323111315.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2015280.2035.061.2017322174531.hdf,6,20,0.00020324583600093494
MOD021KM.A2015353.1415.061.2017323111435.hdf,2,20,0.00020324583600093494
MOD021KM.A2015252.1145.061.2017322052933.hdf,10,40,0.0004064916720018699
MOD021KM.A2015335.0450.061.2017323055444.hdf,59,20,0.00020324583600093494
MOD021KM.A2015280.2040.061.2017322174905.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2015353.1420.061.2017323111910.hdf,21,3,3.048687540014024e-05
MOD021KM.A2015252.1150.061.2017322053031.hdf,58,2,2.0324583600093494e-05
MOD021KM.A2015335.0455.061.2017323055428.hdf,1,20,0.00020324583600093494
MOD021KM.A2015280.2045.061.2017322174622.hdf,65,6,6.097375080028048e-05
MOD021KM.A2015335.0550.061.2017323054939.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2015221.0305.061.2017321193015.hdf,5,2,2.0324583600093494e-05
MOD021KM.A2015221.0310.061.2017321193025.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2015353.1435.061.2017323113503.hdf,66,2,2.0324583600093494e-05
MOD021KM.A2015280.2100.061.2017322174850.hdf,20,40,0.0004064916720018699
MOD021KM.A2015353.1440.061.2017323113119.hdf,31,2,2.0324583600093494e-05
MOD021KM.A2015252.1210.061.2017322051524.hdf,36,4,4.064916720018699e-05
MOD021KM.A2015221.0410.061.2017321193019.hdf,0,14,0.00014227208520065446
MOD021KM.A2015353.1540.061.2017323111744.hdf,36,3,3.048687540014024e-05
MOD021KM.A2015280.2205.061.2017322174457.hdf,1,20,0.00020324583600093494
MOD021KM.A2015221.0420.061.2017321193108.hdf,42,1,1.0162291800046747e-05
MOD021KM.A2015280.2210.061.2017322173420.hdf,11,20,0.00020324583600093494
MOD021KM.A2015353.1550.061.2017323111232.hdf,101,20,0.00020324583600093494
MOD021KM.A2015252.1235.061.2017322053043.hdf,19,20,0.00020324583600093494
MOD021KM.A2015221.0425.061.2017321193033.hdf,84,11,0.00011178520980051422
MOD021KM.A2015280.2215.061.2017322173245.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2015252.1325.061.2017322053303.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015335.0635.061.2017323055439.hdf,0,20,0.00020324583600093494
MOD021KM.A2015221.0435.061.2017321193040.hdf,60,2,2.0324583600093494e-05
MOD021KM.A2015252.1330.061.2017322052950.hdf,9,8,8.129833440037398e-05
MOD021KM.A2015335.0730.061.2017323052822.hdf,74,2,2.0324583600093494e-05
MOD021KM.A2015252.1335.061.2017322051637.hdf,4,20,0.00020324583600093494
MOD021KM.A2015280.2230.061.2017322173137.hdf,63,19,0.0001930835442008882
MOD021KM.A2015353.1615.061.2017323112418.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2015221.0450.061.2017321193008.hdf,71,1,1.0162291800046747e-05
MOD021KM.A2015335.0745.061.2017323052810.hdf,54,1,1.0162291800046747e-05
MOD021KM.A2015252.1350.061.2017322051552.hdf,5,622,0.0063209454996290765
MOD021KM.A2015335.0750.061.2017323052426.hdf,13,2,2.0324583600093494e-05
MOD021KM.A2015252.1355.061.2017322051726.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015221.0500.061.2017321193639.hdf,24,20,0.00020324583600093494
MOD021KM.A2015252.1400.061.2017322051909.hdf,5,3,3.048687540014024e-05
MOD021KM.A2015221.0600.061.2017321193052.hdf,3,13,0.0001321097934006077
MOD021KM.A2015335.0810.061.2017323055505.hdf,59,20,0.00020324583600093494
MOD021KM.A2015280.2350.061.2017322173416.hdf,108,17,0.0001727589606007947
MOD021KM.A2015252.1505.061.2017322053033.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2015221.0605.061.2017321193009.hdf,107,7,7.113604260032723e-05
MOD021KM.A2015335.0815.061.2017323055453.hdf,0,20,0.00020324583600093494
MOD021KM.A2015280.2355.061.2017322173259.hdf,1,20,0.00020324583600093494
MOD021KM.A2015353.1740.061.2017323111819.hdf,101,40,0.0004064916720018699
MOD021KM.A2015252.1510.061.2017322053236.hdf,17,1,1.0162291800046747e-05
MOD021KM.A2015335.0905.061.2017323054945.hdf,0,10,0.00010162291800046747
MOD021KM.A2015325.0015.061.2017322163544.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2015353.1745.061.2017323112458.hdf,0,20,0.00020324583600093494
MOD021KM.A2015252.1515.061.2017322051833.hdf,0,20,0.00020324583600093494
MOD021KM.A2015335.0910.061.2017323052825.hdf,32,1,1.0162291800046747e-05
MOD021KM.A2015325.0020.061.2017322163639.hdf,11,1,1.0162291800046747e-05
MOD021KM.A2015353.1750.061.2017323112436.hdf,1,20,0.00020324583600093494
MOD021KM.A2015325.0025.061.2017322163621.hdf,70,1,1.0162291800046747e-05
MOD021KM.A2015252.1525.061.2017322051759.hdf,39,1,1.0162291800046747e-05
MOD021KM.A2015221.0625.061.2017321192438.hdf,60,1,1.0162291800046747e-05
MOD021KM.A2015353.1850.061.2017323111733.hdf,37,1,1.0162291800046747e-05
MOD021KM.A2015252.1530.061.2017322051642.hdf,6,10,0.00010162291800046747
MOD021KM.A2015221.0630.061.2017321193028.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2015353.1855.061.2017323112119.hdf,21,1,1.0162291800046747e-05
MOD021KM.A2015325.0035.061.2017322163543.hdf,76,1,1.0162291800046747e-05
MOD021KM.A2015252.1535.061.2017322051800.hdf,8,20,0.00020324583600093494
MOD021KM.A2015335.0930.061.2017323052950.hdf,63,1,1.0162291800046747e-05
MOD021KM.A2015353.1900.061.2017323111709.hdf,3,23,0.00023373271140107518
MOD021KM.A2015325.0040.061.2017322163546.hdf,14,18,0.00018292125240084144
MOD021KM.A2015252.1540.061.2017322051726.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2015221.0730.061.2017321193101.hdf,0,35,0.0003556802130016361
MOD021KM.A2015221.0735.061.2017321193104.hdf,55,2,2.0324583600093494e-05
MOD021KM.A2015221.0740.061.2017321193319.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2015252.1645.061.2017322053021.hdf,68,20,0.00020324583600093494
MOD021KM.A2015335.0950.061.2017323055557.hdf,29,20,0.00020324583600093494
MOD021KM.A2015221.0745.061.2017321193121.hdf,44,4,4.064916720018699e-05
MOD021KM.A2015252.1650.061.2017322053148.hdf,3,2,2.0324583600093494e-05
MOD021KM.A2015335.0955.061.2017323055445.hdf,2,20,0.00020324583600093494
MOD021KM.A2015335.1045.061.2017323054936.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2015353.1930.061.2017323113213.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2015221.0755.061.2017321192958.hdf,22,9,9.146062620042072e-05
MOD021KM.A2015252.1700.061.2017322051825.hdf,42,2,2.0324583600093494e-05
MOD021KM.A2015353.1935.061.2017323113258.hdf,40,4,4.064916720018699e-05
MOD021KM.A2015221.0800.061.2017321192959.hdf,25,4,4.064916720018699e-05
MOD021KM.A2015252.1705.061.2017322051550.hdf,81,810,0.008231456358037865
MOD021KM.A2015335.1055.061.2017323052800.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2015335.1100.061.2017323052734.hdf,30,6,6.097375080028048e-05
MOD021KM.A2015325.0215.061.2017323050347.hdf,12,4,4.064916720018699e-05
MOD021KM.A2015353.2030.061.2017323111407.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2015221.0810.061.2017321193057.hdf,91,1,1.0162291800046747e-05
MOD021KM.A2015252.1715.061.2017322051556.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2015325.0220.061.2017323050348.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2015252.1720.061.2017322051724.hdf,136,20,0.00020324583600093494
MOD021KM.A2015335.1110.061.2017323052638.hdf,40,8704,0.08845258782760688
MOD021KM.A2015325.0225.061.2017323050342.hdf,12,3,3.048687540014024e-05
MOD021KM.A2015221.0910.061.2017321193640.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2015221.0915.061.2017321193605.hdf,2,40,0.0004064916720018699
MOD021KM.A2015252.1820.061.2017322053245.hdf,0,4,4.064916720018699e-05
MOD021KM.A2015221.0920.061.2017321193628.hdf,89,2,2.0324583600093494e-05
MOD021KM.A2015325.0240.061.2017323050939.hdf,1,20,0.00020324583600093494
MOD021KM.A2015353.2055.061.2017323112019.hdf,1,20,0.00020324583600093494
MOD021KM.A2015252.1825.061.2017322053124.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2015335.1130.061.2017323055512.hdf,2,20,0.00020324583600093494
MOD021KM.A2015325.0335.061.2017323050353.hdf,45,1,1.0162291800046747e-05
